area,extent,solidity,elongation,bbox_aspect_ratio,eccentricity,type
640.0,0.5470085470085471,0.8976157082748948,1.9169724100416277,1.3,0.8531559672707166,control
429.0,0.5735294117647058,0.9575892857142857,2.5649572281656066,1.5454545454545454,0.9208698849251163,control
620.0,0.5938697318007663,0.9239940387481371,1.5898725251608015,1.2413793103448276,0.7774204741640511,control
590.0,0.6584821428571429,0.9424920127795527,1.3484704344979945,1.1428571428571428,0.6708633832956288,control
602.0,0.671875,0.940625,1.2193213605879967,1.1428571428571428,0.5721796138304748,control
624.0,0.6964285714285714,0.9454545454545454,1.1397678790110675,1.1428571428571428,0.47981144805840076,control
612.0,0.7311827956989247,0.9622641509433962,1.1355129439763523,1.1481481481481481,0.4737501985814463,control
600.0,0.7662835249042146,0.9646302250803859,1.2697650328653645,1.0740740740740742,0.6162542325413942,control
651.0,0.6363636363636364,0.9489795918367347,1.591551516766851,1.064516129032258,0.7779568488961479,control
728.0,0.5656565656565656,0.9381443298969072,1.9108176987073773,1.1818181818181819,0.8521263180651364,control
765.0,0.5487804878048781,0.9375,2.0565062147116775,1.2058823529411764,0.8738132852554278,control
773.0,0.5577200577200577,0.9473039215686274,2.1757456015478303,1.2727272727272727,0.8881195286423677,control
900.0,0.3978779840848806,0.8310249307479224,4.053940130707319,1.4871794871794872,0.9690986202759362,control
768.0,0.5412262156448203,0.9434889434889435,2.260241542899335,1.303030303030303,0.8968027502102234,control
926.0,0.4390706495969654,0.892960462873674,3.708360362828446,1.5405405405405406,0.9629553306883972,control
713.0,0.5476190476190477,0.9456233421750663,2.3673570137569153,1.3548387096774193,0.9064039420391229,control
852.0,0.4507936507936508,0.9122055674518201,3.606796569076764,1.542857142857143,0.9607965608289374,control
645.0,0.5424726661059714,0.9499263622974963,2.4428012083326824,1.4137931034482758,0.912370208534391,control
443.0,0.4321951219512195,0.917184265010352,4.074034543674871,1.64,0.9694074978755747,control
584.0,0.49158249158249157,0.948051948051948,3.1967905927150544,1.6296296296296295,0.9498144914858434,control
539.0,0.5602910602910602,0.9522968197879859,2.403981395495686,1.4230769230769231,0.9093753189965486,control
508.0,0.44405594405594406,0.9287020109689214,3.9842390132522794,1.6923076923076923,0.9679899497181469,control
462.0,0.6,0.9604989604989606,2.4581044444164597,1.5909090909090908,0.9135094362883618,control
512.0,0.5470085470085471,0.9588014981273408,2.5197734137722323,1.3846153846153846,0.9178786862433904,control
572.0,0.5521235521235521,0.9645868465430016,2.5997202107452178,1.3214285714285714,0.9230596747387545,control
494.0,0.5227513227513227,0.9481765834932822,2.7158125700358724,1.2962962962962963,0.9297410967881877,control
429.0,0.5471938775510204,0.8701825557809331,1.67604319951912,1.0,0.8025065319145578,control
401.0,0.802,0.9662650602409638,1.2366847429697874,1.25,0.5883401901820676,control
445.0,0.7491582491582491,0.956989247311828,1.241102007671727,1.2272727272727273,0.5922754720880182,control
434.0,0.7587412587412588,0.9601769911504425,1.2109330195668608,1.1818181818181819,0.5639491626113303,control
424.0,0.5506493506493506,0.9422222222222222,2.7918067012244197,1.5909090909090908,0.9336483365131667,control
505.0,0.5395299145299145,0.9404096834264432,2.9954978697811034,1.625,0.9426317656149553,control
530.0,0.53,0.9281961471103327,3.056961033451811,1.6,0.9449820249292535,control
527.0,0.5019047619047619,0.9197207678883071,3.3363554299607414,1.68,0.954024617896365,control
506.0,0.47069767441860466,0.8784722222222222,3.729933155324289,1.72,0.9633907216529886,control
426.0,0.4127906976744186,0.797752808988764,4.3953859281408025,1.7916666666666667,0.9737754386436559,control
473.0,0.5255555555555556,0.9536290322580645,2.7516448227763193,1.44,0.9316258009740078,control
500.0,0.5555555555555556,0.9560229445506692,2.638047152791955,1.44,0.9253687039061446,control
464.0,0.5458823529411765,0.9547325102880658,2.520489006637977,1.36,0.9179273941823172,control
424.0,0.6424242424242425,0.9658314350797267,2.215079074201956,1.65,0.8922958350705921,control
